Name,Sequence Accession,Complete Genome,Segment,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name,
HA,KF849796,No,4,1701,H1N1,06/03/2011,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/SirirajICRC_NMA_12/2011,
HA,KM013708,No,4,1701,H1N1,02/16/2013,IRD:Human,Iran,-N/A-,-N/A-,A/Shiraz/5/2013,
HA,KJ943388,No,4,1701,H1N1,07/12/2011,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p1d1/2011,
HA,KJ943500,No,4,1701,H1N1,08/20/2011,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p12d1/2011,
HA,KT274549,No,4,1701,H1N1,02/12/2014,IRD:Human,USA,Missouri,13-14,A/Missouri/03/2014,
HA,KF612095,Yes,4,1777,H1N1,08/17/2010,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/005/2010,
HA,KF612091,Yes,4,1771,H1N1,03/15/2012,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/541/2012,
HA,KF897777,No,4,1777,H1N1,09/14/2010,IRD:Human,France,-N/A-,-N/A-,A/La Reunion/803/2010,
HA,KF897785,No,4,1777,H1N1,12/26/2010,IRD:Human,France,-N/A-,10-11,A/Lyon/52.16/2010,
HA,KF612085,Yes,4,1777,H1N1,10/12/2011,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/7992/2011,
HA,KF612081,Yes,4,1777,H1N1,10/31/2011,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/2083/2011,
HA,KM408961,No,4,1701,H1N1,10/12/2013,IRD:Human,USA,Mississippi,13-14,A/Mississippi/09/2013,
HA,CY189281,Yes,4,1752,H1N1,01/23/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-030/2014,
HA,KF849790,No,4,1701,H1N1,06/03/2011,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/SirirajICRC_NMA_6/2011,
HA,KF849795,No,4,1701,H1N1,06/03/2011,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/SirirajICRC_NMA_11/2011,
HA,KM409027,No,4,1701,H1N1,03/29/2014,IRD:Human,USA,California,13-14,A/California/10/2014,
HA,KM409057,No,4,1701,H1N1,2013,IRD:Human,USA,Georgia,-N/A-,A/Georgia/17/2013,
HA,KM409060,No,4,1701,H1N1,12/23/2013,IRD:Human,USA,West Virginia,13-14,A/West Virginia/24/2013,
HA,KM409139,Yes,4,1701,H1N1,02/10/2014,IRD:Human,USA,Washington,13-14,A/Washington/07/2014,
HA,CY189145,Yes,4,1752,H1N1,01/21/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-013/2014,
HA,KM408934,No,4,1701,H1N1,09/17/2013,IRD:Human,USA,New Hampshire,-N/A-,A/New Hampshire/04/2013,
HA,KM409367,No,4,1701,H1N1,03/12/2014,IRD:Human,USA,Maine,13-14,A/Maine/03/2014,
HA,KM409370,No,4,1701,H1N1,03/05/2014,IRD:Human,USA,Delaware,13-14,A/Delaware/02/2014,
HA,KM409283,No,4,1701,H1N1,09/27/2013,IRD:Human,USA,Missouri,-N/A-,A/Missouri/06/2013,
HA,KM409403,No,4,1701,H1N1,03/19/2014,IRD:Human,USA,Missouri,13-14,A/Missouri/05/2014,
HA,KF849788,No,4,1701,H1N1,06/03/2011,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/SirirajICRC_NMA_4/2011,
HA,KM409361,No,4,1701,H1N1,01/09/2014,IRD:Human,USA,Rhode Island,13-14,A/Rhode Island/03/2014,
HA,KM409095,No,4,1701,H1N1,01/17/2014,IRD:Human,USA,California,13-14,A/California/08/2014,
HA,KM409015,No,4,1701,H1N1,11/18/2013,IRD:Human,USA,Wyoming,13-14,A/Wyoming/07/2013,
HA,KM409142,No,4,1701,H1N1,02/13/2014,IRD:Human,USA,Washington,13-14,A/Washington/06/2014,
HA,KF612082,Yes,4,1772,H1N1,09/29/2011,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/7941/2011,
HA,KM409054,No,4,1701,H1N1,12/16/2013,IRD:Human,USA,Rhode Island,13-14,A/Rhode Island/07/2013,
HA,KF849778,No,4,1701,H1N1,08/31/2010,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/SirirajICRC_NSN_1/2010,
HA,CY189385,Yes,4,1752,H1N1,02/26/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-043/2014,
HA,CY189497,Yes,4,1752,H1N1,03/28/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-058/2014,
HA,CY189409,Yes,4,1752,H1N1,03/06/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-046/2014,
HA,KM409110,No,4,1701,H1N1,01/31/2014,IRD:Human,USA,Oklahoma,13-14,A/Oklahoma/04/2014,
HA,KM408982,No,4,1701,H1N1,12/03/2013,IRD:Human,USA,Florida,13-14,A/Florida/73/2013,
HA,KM409000,No,4,1701,H1N1,11/14/2013,IRD:Human,USA,Louisiana,13-14,A/Louisiana/20/2013,
HA,KM409166,No,4,1701,H1N1,03/24/2014,IRD:Human,USA,Oregon,13-14,A/Oregon/04/2014,
HA,KM409003,No,4,1701,H1N1,11/17/2013,IRD:Human,USA,North Carolina,13-14,A/North Carolina/13/2013,
HA,CY189161,Yes,4,1752,H1N1,01/22/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-015/2014,
HA,CY189345,Yes,4,1752,H1N1,02/10/2014,IRD:Human,USA,New York,13-14,A/New York/WC-LVD-14-038/2014,
HA,KM366631,Yes,4,1752,H1N1,02/07/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/447M/2014,
HA,AB898079,No,4,1701,H1N1,01/05/2013,IRD:Human,Japan,-N/A-,12-13,A/Yamagata/15/2013,
HA,AB601605,No,4,1701,H1N1,04/28/2010,IRD:Human,Japan,-N/A-,09-10,A/Yamagata/143/2010,
HA,KP144943,No,4,1701,H1N1,01/20/2014,IRD:Human,South Korea,-N/A-,13-14,A/Jeju/319/2014,
HA,KJ943208,Yes,4,1752,H1N1,08/03/2011,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p21d3/2011(H1N1),
HA,LC032905,Yes,4,1701,H1N1,01/21/2014,IRD:Human,Japan,-N/A-,13-14,A/Gunma/13G001/2014,
HA,CY188353,Yes,4,1752,H1N1,07/09/2013,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/6863_05/2013,
HA,KF612097,Yes,4,1777,H1N1,09/21/2010,IRD:Human,Bolivia,-N/A-,-N/A-,A/Santa Cruz/995/2010,
HA,KM885034,No,4,1701,H1N1,08/16/2012,IRD:Human,India,-N/A-,-N/A-,A/Jabalpur/1758/2012,
HA,KM219215,Yes,4,1752,H1N1,02/05/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/383N/2014,
HA,KM219167,Yes,4,1752,H1N1,01/27/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/289N/2014,
HA,KM885035,No,4,1701,H1N1,03/29/2013,IRD:Human,India,-N/A-,-N/A-,A/Indore/2820/2013,
HA,KM885030,No,4,1701,H1N1,04/19/2011,IRD:Human,India,-N/A-,-N/A-,A/Bhopal/1613/2011,
HA,KM219135,Yes,4,1752,H1N1,01/27/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/219N/2014,
HA,KM219159,Yes,4,1752,H1N1,01/27/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/289M/2014,
HA,KJ943050,No,4,1741,H1N1,06/12/2013,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p13d1/2013(H1N1),
HA,KJ943224,Yes,4,1754,H1N1,06/22/2013,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p20d2/2013(H1N1),
HA,KJ943232,Yes,4,1752,H1N1,06/21/2013,IRD:Human,Chile,-N/A-,-N/A-,A/Santiago/p20d1/2013(H1N1),
HA,KM219271,Yes,4,1752,H1N1,02/18/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/771M/2014,
HA,KM885029,No,4,1701,H1N1,08/09/2010,IRD:Human,India,-N/A-,-N/A-,A/Jabalpur/543/2010,
HA,KM885036,No,4,1701,H1N1,05/15/2013,IRD:Human,India,-N/A-,-N/A-,A/Itarsi/2934/2013,
HA,KP067768,No,4,1713,H1N1,03/30/2014,IRD:Human,Brazil,-N/A-,-N/A-,A/Ceara/129359-IEC/2014,
HA,KP144946,No,4,1701,H1N1,02/03/2014,IRD:Human,South Korea,-N/A-,13-14,A/Gwangju/599/2014,
HA,KM277604,Yes,4,1781,H1N1,2010,IRD:Human,Russia,-N/A-,-N/A-,A/Tomsk/273-MA3/2010,
HA,CY189775,Yes,4,1752,H1N1,06/17/2013,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/30074_01_TR2/2013(H1N1),
HA,CY189679,Yes,4,1752,H1N1,07/12/2013,IRD:Human,Nicaragua,-N/A-,-N/A-,A/Nicaragua/30238_01_TR2/2013(H1N1),
HA,KF732011,No,4,1701,H1N1,07/30/2012,IRD:Human,Thailand,-N/A-,-N/A-,A/Thailand/ICRC-BKK5/2012,
HA,LC032985,Yes,4,1701,H1N1,03/05/2014,IRD:Human,Japan,-N/A-,13-14,A/Hokkaido/13H069/2014,
HA,LC033281,Yes,4,1701,H1N1,01/25/2014,IRD:Human,Japan,-N/A-,13-14,A/Nagasaki/13N075/2014,
HA,LC033241,Yes,4,1701,H1N1,01/31/2014,IRD:Human,Japan,-N/A-,13-14,A/Nagasaki/13N026/2014,
HA,LC033097,Yes,4,1701,H1N1,01/28/2014,IRD:Human,Japan,-N/A-,13-14,A/Niigata/13F003/2014,
HA,KP317244,No,4,1701,H1N1,02/21/2011,IRD:Human,India,-N/A-,-N/A-,A/Punjab/040/2011,
HA,KP864380,No,4,1701,H1N1,02/18/2014,IRD:Human,Canada,-N/A-,13-14,A/British Columbia/32/2014,
HA,KR820996,No,4,1701,H1N1,01/27/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 13/2012,
HA,KR820980,No,4,1701,H1N1,01/12/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 08/2012,
HA,KJ396027,No,4,1701,H1N1,01/11/2014,IRD:Human,Canada,-N/A-,13-14,A/Quebec/08/2014,
HA,KP864396,No,4,1744,H1N1,01/10/2014,IRD:Human,Canada,-N/A-,13-14,A/Ontario/02/2014,
HA,KP317229,No,4,1701,H1N1,02/07/2010,IRD:Human,India,-N/A-,-N/A-,A/Chattisgarh/025/2010,
HA,KP317236,No,4,1701,H1N1,09/16/2010,IRD:Human,India,-N/A-,-N/A-,A/Uttar Pradesh/032/2010,
HA,KM437714,Yes,4,1752,H1N1,01/22/2014,IRD:Human,Finland,-N/A-,13-14,A/Finland/30/2014,
HA,KM366719,Yes,4,1752,H1N1,02/18/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/770M/2014,
HA,KJ396007,No,4,1701,H1N1,01/08/2014,IRD:Human,Canada,-N/A-,13-14,A/British Columbia/05/2014,
HA,KP864397,No,4,1744,H1N1,01/29/2014,IRD:Human,Canada,-N/A-,13-14,A/Ontario/04/2014,
HA,KJ396000,No,4,1701,H1N1,12/24/2013,IRD:Human,Canada,-N/A-,13-14,A/British Columbia/49/2013,
HA,KP317224,No,4,1701,H1N1,01/28/2010,IRD:Human,India,-N/A-,-N/A-,A/Assam/020/2010,
HA,KJ396020,No,4,1701,H1N1,01/07/2014,IRD:Human,Canada,-N/A-,13-14,A/Quebec/01/2014,
HA,KP864410,No,4,1777,H1N1,02/07/2014,IRD:Human,Canada,-N/A-,13-14,A/Quebec/29/2014,
HA,KM366671,Yes,4,1752,H1N1,02/17/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/723M/2014,
HA,KM366583,Yes,4,1752,H1N1,02/04/2014,IRD:Human,Finland,-N/A-,13-14,A/Helsinki/340M/2014,
HA,KP317274,No,4,1701,H1N1,10/04/2012,IRD:Human,India,-N/A-,-N/A-,A/Uttrakhand/070/2012,
HA,KP317286,No,4,1701,H1N1,02/18/2013,IRD:Human,India,-N/A-,-N/A-,A/Uttrakhand/082/2013,
HA,KP864371,No,4,1701,H1N1,02/12/2014,IRD:Human,Canada,-N/A-,13-14,A/British Columbia/31/2014,
HA,KP864401,No,4,1777,H1N1,01/21/2014,IRD:Human,Canada,-N/A-,13-14,A/Quebec/23/2014,
HA,KM437642,Yes,4,1752,H1N1,02/24/2014,IRD:Human,Finland,-N/A-,13-14,A/Finland/109/2014,
HA,KP765780,No,4,1781,H1N1,08/08/2010,IRD:Human,China,-N/A-,-N/A-,A/NanChang/08/2010,
HA,LN846663,Yes,4,1701,H1N1,01/03/2011,IRD:Human,United Kingdom,-N/A-,10-11,A/England/WTSI2051/2011,
HA,KP317227,No,4,1701,H1N1,06/19/2010,IRD:Human,India,-N/A-,-N/A-,A/Kerala/023/2010,
HA,KP317260,No,4,1701,H1N1,03/05/2011,IRD:Human,India,-N/A-,-N/A-,A/Delhi/056/2011,
HA,KP317262,No,4,1701,H1N1,11/14/2012,IRD:Human,India,-N/A-,-N/A-,A/Delhi/058/2012,
HA,KP317265,No,4,1701,H1N1,05/21/2012,IRD:Human,India,-N/A-,-N/A-,A/Delhi/061/2012,
HA,KP317256,No,4,1701,H1N1,02/24/2011,IRD:Human,India,-N/A-,-N/A-,A/Delhi/052/2011,
HA,KP317259,No,4,1701,H1N1,04/03/2011,IRD:Human,India,-N/A-,-N/A-,A/Delhi/055/2011,
HA,KP317240,No,4,1701,H1N1,08/20/2010,IRD:Human,India,-N/A-,-N/A-,A/Delhi/036/2010,
HA,KP317242,No,4,1701,H1N1,08/22/2010,IRD:Human,India,-N/A-,-N/A-,A/Delhi/038/2010,
HA,KP317254,No,4,1701,H1N1,05/19/2011,IRD:Human,India,-N/A-,-N/A-,A/Delhi/050/2011,
HA,KP317290,No,4,1701,H1N1,01/31/2013,IRD:Human,India,-N/A-,-N/A-,A/Delhi/086/2013,
HA,LN846582,Yes,4,1701,H1N1,12/23/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/WTSI1832/2010,
HA,LN846590,Yes,4,1701,H1N1,03/18/2010,IRD:Human,United Kingdom,-N/A-,09-10,A/England/00380718/2010,
HA,LN849998,Yes,4,1701,H1N1,12/18/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/688/2010,
HA,KM213291,No,4,1777,H1N1,02/16/2013,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-79/2013,
HA,LN846526,Yes,4,1701,H1N1,12/14/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/697/2010,
HA,LN850070,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05100297/2010,
HA,LN867644,Yes,4,1701,H1N1,12/17/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05140176/2010,
HA,KM213266,No,4,1777,H1N1,01/02/2010,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-32/2010,
HA,KP019906,No,4,1701,H1N1,10/14/2013,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL1604/2013,
HA,KP019867,No,4,1701,H1N1,01/17/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL159/2013,
HA,KP019876,No,4,1701,H1N1,02/21/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1147/2013,
HA,KP019922,No,4,1701,H1N1,02/10/2014,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL280/2014,
HA,KJ856098,Yes,4,1701,H1N1,11/30/2010,IRD:Human,Sri Lanka,-N/A-,-N/A-,A/Sri Lanka/20703/2010,
HA,KJ856044,Yes,4,1701,H1N1,01/11/2012,IRD:Human,Sri Lanka,-N/A-,-N/A-,A/Sri Lanka/19/2012,
HA,KJ856013,Yes,4,1701,H1N1,01/15/2011,IRD:Human,Sri Lanka,-N/A-,-N/A-,A/Sri Lanka/1082/2011,
HA,KJ856106,Yes,4,1701,H1N1,11/30/2010,IRD:Human,Sri Lanka,-N/A-,-N/A-,A/Sri Lanka/20708/2010,
HA,KJ856168,Yes,4,1701,H1N1,06/02/2012,IRD:Human,Sri Lanka,-N/A-,-N/A-,A/Sri Lanka/22/2012,
HA,KP019902,No,4,1701,H1N1,09/09/2013,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL1529/2013,
HA,KP019870,No,4,1701,H1N1,01/24/2013,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL33/2013,
HA,KP019874,No,4,1701,H1N1,02/05/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL129/2013,
HA,KP019891,No,4,1701,H1N1,05/27/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1493/2013,
HA,KP019877,No,4,1701,H1N1,03/05/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1172/2013,
HA,KP019931,No,4,1701,H1N1,06/10/2014,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL2457/2014,
HA,KP019863,No,4,1701,H1N1,04/04/2011,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL1145/2011,
HA,KP019914,No,4,1701,H1N1,12/12/2013,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL1781/2013,
HA,KP019915,No,4,1701,H1N1,12/14/2013,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL31/2013,
HA,KP019846,No,4,1701,H1N1,03/10/2010,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1563/2010,
HA,KP019860,No,4,1701,H1N1,03/08/2011,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1159/2011,
HA,KP019839,No,4,1701,H1N1,01/21/2010,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1223/2010,
HA,KP019840,No,4,1701,H1N1,01/27/2010,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1286/2010,
HA,KP019849,No,4,1701,H1N1,11/30/2010,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1439/2010,
HA,KP019850,No,4,1701,H1N1,12/12/2010,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL11615/2010,
HA,KP019872,No,4,1701,H1N1,01/24/2013,IRD:Human,China,-N/A-,-N/A-,A/LongYan/SWL38/2013,
HA,KP019864,No,4,1701,H1N1,02/14/2012,IRD:Human,China,-N/A-,-N/A-,A/FuZhou/SWL1155/2012,
HA,LN846462,Yes,4,1701,H1N1,12/13/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/671/2010,
HA,LN846494,Yes,4,1701,H1N1,02/04/2010,IRD:Human,United Kingdom,-N/A-,09-10,A/England/01220736/2010,
HA,LN846375,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05120003/2010,
HA,LN850429,Yes,4,1701,H1N1,12/10/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10820734/2010,
HA,KM213268,No,4,1777,H1N1,01/02/2010,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-34/2010,
HA,LN846795,Yes,4,1701,H1N1,12/30/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10740685/2010,
HA,KM213278,No,4,1777,H1N1,11/29/2012,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-53/2012,
HA,KM213289,No,4,1777,H1N1,03/04/2013,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-76/2013,
HA,LN867700,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05100301/2010,
HA,LN867868,Yes,4,1701,H1N1,12/12/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/718/2010,
HA,KR821008,No,4,1701,H1N1,01/10/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 03/2012,
HA,KR611243,No,4,1734,H1N1,01/01/2014,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/V140687/2014,
HA,KR611244,No,4,1734,H1N1,01/01/2014,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/V140704/2014,
HA,KR271575,Yes,4,1701,H1N1,01/13/2014,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/200130/2014,
HA,KR820938,No,4,1701,H1N1,01/21/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 12/2012,
HA,KR821032,No,4,1701,H1N1,01/24/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 15/2012,
HA,KR271559,Yes,4,1701,H1N1,01/06/2014,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/200039/2014,
HA,KR861688,No,4,1701,H1N1,06/02/2012,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/1491-34/2012,
HA,KR611200,No,4,1734,H1N1,12/01/2013,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/U140093/2013,
HA,KR611212,No,4,1734,H1N1,12/01/2013,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/U140144/2013,
HA,KR820946,No,4,1701,H1N1,01/11/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 02/2012,
HA,KP317232,No,4,1701,H1N1,10/19/2010,IRD:Human,India,-N/A-,-N/A-,A/Haryana/028/2010,
HA,KR611242,No,4,1734,H1N1,01/01/2014,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/V140586/2014,
HA,KR820988,No,4,1701,H1N1,01/26/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 11/2012,
HA,KR861683,No,4,1701,H1N1,11/17/2011,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/2327-56/2011,
HA,KR861671,No,4,1701,H1N1,08/11/2010,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/5274-20/2010,
HA,KR861676,No,4,1701,H1N1,08/14/2010,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/5712-24/2010,
HA,KR611217,No,4,1734,H1N1,01/01/2014,IRD:Human,USA,Wisconsin,13-14,A/Wisconsin/U140173/2014,
HA,KR821040,No,4,1701,H1N1,01/11/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 05/2012,
HA,KR861674,No,4,1701,H1N1,08/13/2010,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/5532-05/2010,
HA,KR861684,No,4,1701,H1N1,04/10/2012,IRD:Human,India,-N/A-,-N/A-,A/Bangalore/597-39/2012,
HA,KR271567,Yes,4,1701,H1N1,01/15/2014,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/200102/2014,
HA,LN846639,Yes,4,1701,H1N1,01/09/2011,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10740704/2011,
HA,KP019925,No,4,1701,H1N1,03/10/2014,IRD:Human,China,-N/A-,-N/A-,A/QuanZhou/SWL1183/2014,
HA,KP019881,No,4,1701,H1N1,04/09/2013,IRD:Human,China,-N/A-,-N/A-,A/QuanZhou/SWL179/2013,
HA,KP019926,No,4,1701,H1N1,03/11/2014,IRD:Human,China,-N/A-,-N/A-,A/NanPing/SWL1223/2014,
HA,KP019879,No,4,1701,H1N1,03/26/2013,IRD:Human,China,-N/A-,-N/A-,A/NanPing/SWL1151/2013,
HA,LN850711,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/393/2010,
HA,LN850292,Yes,4,1701,H1N1,12/30/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/WTSI1826/2010,
HA,KM213267,No,4,1777,H1N1,01/03/2010,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-33/2010,
HA,KM213269,No,4,1777,H1N1,01/09/2010,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-36/2010,
HA,LN867462,Yes,4,1701,H1N1,12/02/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/04860560/2010,
HA,LN867470,Yes,4,1701,H1N1,01/08/2011,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10740658/2011,
HA,LN846336,Yes,4,1701,H1N1,12/16/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/675/2010,
HA,KP317248,No,4,1701,H1N1,01/20/2011,IRD:Human,India,-N/A-,-N/A-,A/Jammu & Kashmir/044/2011,
HA,LN850022,Yes,4,1701,H1N1,12/24/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/WTSI1769/2010,
HA,LN850102,Yes,4,1701,H1N1,03/18/2010,IRD:Human,United Kingdom,-N/A-,09-10,A/England/WTSI1807/2010,
HA,KR821016,No,4,1701,H1N1,01/12/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 06/2012,
HA,LN867365,Yes,4,1701,H1N1,12/21/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/WTSI1751/2010,
HA,KM213270,No,4,1777,H1N1,01/11/2010,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-37/2010,
HA,KM213281,No,4,1777,H1N1,12/09/2012,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-58/2012,
HA,KM213293,No,4,1777,H1N1,01/16/2013,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-83/2013,
HA,LN850364,Yes,4,1701,H1N1,12/02/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/04900053/2010,
HA,LN850719,Yes,4,1701,H1N1,11/30/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/04980053/2010,
HA,KM213276,No,4,1777,H1N1,11/19/2012,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-50/2012,
HA,LN846574,Yes,4,1701,H1N1,12/18/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10740571/2010,
HA,LN867676,Yes,4,1701,H1N1,03/18/2010,IRD:Human,United Kingdom,-N/A-,09-10,A/England/WTSI2067/2010,
HA,LN867397,Yes,4,1701,H1N1,03/18/2010,IRD:Human,United Kingdom,-N/A-,09-10,A/England/WTSI1783/2010,
HA,LN867439,Yes,4,1701,H1N1,01/03/2011,IRD:Human,United Kingdom,-N/A-,10-11,A/England/10740691/2011,
HA,KR820962,No,4,1701,H1N1,01/12/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 04/2012,
HA,LN867357,Yes,4,1701,H1N1,12/12/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/414/2010,
HA,LN867724,Yes,4,1701,H1N1,12/11/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05020673/2010,
HA,KR821024,No,4,1701,H1N1,01/23/2012,IRD:Human,Mexico,-N/A-,-N/A-,A/Mexico/INMEGEN-INER 09/2012,
HA,KM213284,No,4,1777,H1N1,12/12/2012,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-63/2012,
HA,KM213285,No,4,1777,H1N1,12/17/2012,IRD:Human,Oman,-N/A-,-N/A-,A/Oman/SQUH-65/2012,
HA,LN867796,Yes,4,1701,H1N1,12/20/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05140856/2010,
HA,LN867518,Yes,4,1701,H1N1,12/17/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/05140216/2010,
HA,LN850046,Yes,4,1701,H1N1,12/01/2010,IRD:Human,United Kingdom,-N/A-,10-11,A/England/468/2010,
HA,KP019886,No,4,1701,H1N1,04/19/2013,IRD:Human,China,-N/A-,-N/A-,A/XiaMen/SWL37/2013,
